uuid,company_name,founded,short_bio,min_employees,max_employees,email ,phone_number,previous_name,website,country,region,zip_code,street_address1,street_address2,website2,facebook,twitter,linkedin,,,,,,FALSE,,,,0,0,Consulting,,,,,,,,,,,,,,,,
2d842c6381b147211fc7373110ef03c5,Hyder Waste Container,,Hyder Waste Container is a privately held company which provides waste disposal and recycling businesses.,,,,(828)253-3929,,,United States,North Carolina,28804,1070 Riverside Drive,,,,,,,,,,,FALSE,,,,0,0,Waste Management,,,,,,,,,,,,,,,,
10c87a98792587a817f9df02dcc84a7e,Charleston Disposal Systems,,Charleston Disposal Systems is a privately held company which involved in refuse systems.,,,,,,,United States,South Carolina,,,,,,,,,,,,,FALSE,,,,0,0,Waste Management,,,,,,,,,,,,,,,,
05af93b9357c6bbebdb41982d752f359,Garbage Disposal Service,,"Garbage Disposal Service provides solid waste collection and recycling services for commercial, residential and industrial customers.",,,,,,,United States,North Carolina,,,,,,,,,,,,,FALSE,,,,0,0,Recycling,Waste Management,,,,,,,,,,,,,,,
d88c967892e06edec886ac14628ec0f3,Fennell Container Company,,"Fennell Container Company provides waste collection, recycling and environmental services to commercial, and residential customers.",,,,,,,United States,South Carolina,29418,141 Fennell Street,,,,,,,,,,,FALSE,,,,0,0,Recycling,Waste Management,,,,,,,,,,,,,,,
e3859f665a27792b0684a5b78e1d8e9a,Elm Street Technology,1/1/16,Elm Street Technology provides real estate marketing and technology services.,101,250,info@elmstreettechnology.com,,,http://www.elmstreettechnology.com/,United States,North Carolina,,,,http://www.elmstreettechnology.com/,https://www.facebook.com/ElmStreetRE/,https://twitter.com/ElmStreetRE,https://www.linkedin.com/company-beta/15204441/,,,,,,FALSE,,,,7500000,0,Marketing,Advertising,Software,Real Estate,,,,,,,,,,,,,
d2e8d8e3b76db94f4089c249c18f4020,MessageMuse Digital Agency,5/1/04,"MessageMuse Digital Agency Provides HIgh Quality Web Design Services, Web Development Services, Mobile App Development Services",11,50,agency@messagemuse.com,(704)315-2120,[u'MessageMuse LLC'],https://www.messagemuse.com,United States,South Carolina,29206,"4711 Forest Drive, Ste 3 #138",,https://www.messagemuse.com,https://facebook.com/messagemuse,https://www.twitter.com/message_muse,https://www.linkedin.com/company/messagemuse,,,,,,FALSE,,,,0,0,Digital Marketing,Mobile Apps,Social Media Marketing,App Marketing,Web Development,Web Design,,,,,,,,,,,
29ba313655bfb88fb95d199edff96d22,Logical Advantage,1/1/03,"Logical Advantage is a successful results-oriented software consulting, development and integration firm.",101,250,,(704)377-5066,,http://logicaladvantage.com,United States,North Carolina,28217,2105 Water Ridge Parkway,Suite 570,http://logicaladvantage.com,https://www.facebook.com/LogicalAdvantage,https://twitter.com/LogicalAdv,https://www.linkedin.com/company-beta/69877/,,,,,,FALSE,,,,0,0,Apps,Internet of Things,Consulting,,,,,,,,,,,,,,
7ee954de6e110414371bdfefd9e97dcf,"Dataspine, Inc.",2/1/17,"Dataspine provides infrastructure and DevOps automation for AI & ML",1,10,,(914) 481-3853,[u'Dataspine'],http://www.dataspine.io,United States,North Carolina,,,,http://www.dataspine.io,https://www.facebook.com/dataspineinc,https://www.twitter.com/dataspineinc,https://www.linkedin.com/company/13257434/,,,,,,FALSE,,,,0,0,Artificial Intelligence,Machine Learning,Developer Tools,,,,,,,,,,,,,,
c1c2f9bc72430a11aa360b916e6e2167,Adams & Associates International,,Adams & Associates International is a retail insurance broker.,,,,,,,United States,South Carolina,,,,,,,,,,,,,FALSE,,,,0,0,Insurance,,,,,,,,,,,,,,,,
d1f34ebf1ebebec9af0d569a8d94e89f,Keystone Partners,1/1/01,Keystone Partners is a integrated real estate services firms.,,,,,,,United States,North Carolina,28211,1915 Rexford Road,Suite 350,,,,,,,,,,FALSE,,,,0,0,Real Estate,Consulting,,,,,,,,,,,,,,,
0acfe0b6072ce73d786cd3c54b598d06,"Carpenter, Cammack & Associates",1/1/92,"Carpenter, Cammack & Associates is a full service commercial insurance agency specializing in insurance and risk management services.",,,,,,,United States,North Carolina,,,,,,,,,,,,,FALSE,,,,0,0,Insurance,Risk Management,,,,,,,,,,,,,,,
3971d2796684516a7be0f3b68b87dccc,Corporate Realty Advisors,1/1/94,Corporate Realty Advisors provide the highest quality real estate advisory services to corporate clients.,,,,,,,United States,North Carolina,27606,5511 Capital Center Drive,Suite 320,,,,,,,,,,FALSE,,,,0,0,Real Estate,,,,,,,,,,,,,,,,
f64bc40f782dfc623f6071d52c3c1f82,Dixie Narco,1/1/67,Dixie Narco is a manufacturer of can and bottle vending machines.,501,1000,oarroyo@cranems.com,(803)266-5000,,http://www.dixie-narco.com,United States,South Carolina,29853,3330 Dixie-Narco Boulevard,,http://www.dixie-narco.com,,,,,,,,,FALSE,,,,0,0,Machinery Manufacturing,,,,,,,,,,,,,,,,
3a66b466de4e85ee15921084478ff917,R&R Ironworks,,"R&R Ironworks manufacturers steel trusses and steel building kits for garages, buildings, arenas, sheds, barns and more.",,,admin@rrironworks.com,(828)448-0524,,http://rrironworks.com,United States,North Carolina,28655,501 Salem Rd,,http://rrironworks.com,https://www.facebook.com/rrironworks,https://www.twitter.com/rrironworks,,,,,,,FALSE,,,,0,0,Building Material,Manufacturing,Real Estate,,,,,,,,,,,,,,
e022b7f9516f79a9703d7e789059ef5c,Hartness International,1/1/40,Hartness International manufactures packaging equipment and robotics solutions.,251,500,info@hartness.com,800.845.8791,,http://www.hartness.com/,United States,South Carolina,29615,500 Hartness Drive,,http://www.hartness.com/,https://www.facebook.com/Hartness/,https://twitter.com/hartnessintl,https://www.linkedin.com/company-beta/37489/,,,,,,FALSE,,,,0,0,Machinery Manufacturing,Manufacturing,,,,,,,,,,,,,,,
47a8b61aaa2aae6db44669f345eb4342,Roberts & Roberts Insurance Service,1/1/94,Roberts & Roberts Insurance Service is a retail insurance broker providing commercial property-casualty and risk management services.,,,,,,,United States,North Carolina,27408,,901 Battleground Avenue,,,,,,,,,,FALSE,,,,0,0,Insurance,Risk Management,,,,,,,,,,,,,,,
acb6734d094ef442f8dd6eb121d7fcfd,J.A. Jones International,1/1/03,J.A. Jones International provides design-build and construction services to the U.S. Government.,,,,,,,United States,North Carolina,28210,6000 Fairview at J.A. Jones Road,Suite 800,,,,,,,,,,FALSE,,,,0,0,Professional Services,,,,,,,,,,,,,,,,
e753900a25838557234fc00b71b467b9,Autonomic Resources,1/1/01,Autonomic Resources is a cloud computing infrastructure provider Autonomic Resources.,,,,,,,United States,North Carolina,27513,200 Cascade Pointe Lane,Suite 103,,,,,,,,,,FALSE,,,,0,0,Cloud Computing,,,,,,,,,,,,,,,,
6a806a8f608493a02a792a617af54d41,Videntity,2/13/06,Open source software solutions for healthcare and beyond. Videntity manages identity & creates APIs using OAuth2 and other standards.,1,10,sales@videntity.com,888-871-1017,,http://videntity.com,United States,North Carolina,27705,811 9th St.,Suite 120-309,http://videntity.com,https://www.twitter.com/aviars,,,,,,,,FALSE,,,,0,0,Health Care,Medical,Information Technology,,,,,,,,,,,,,,
dd68e7d0b9ea3c7a00c8b1c6fb580e3c,Shuford Insurance Agency,1/1/38,Shuford Insurance is an independent insurance agency offering personal and commercial property/casualty insurance products and services.,,,,(704)788-2125,,,United States,North Carolina,28025,"1036 Branchview Drive, NE",Suite 100,,,,,,,,,,FALSE,,,,0,0,Insurance,,,,,,,,,,,,,,,,
51ef7cf1bbefb01be02ddcde6fad7a43,Walker Taylor Agency,,Walker Taylor Agency is a retail insurance broker offering risk management and property/casualty insurance services.,,,,,,,United States,North Carolina,,,,,,,,,,,,,FALSE,,,,0,0,Insurance,,,,,,,,,,,,,,,,
29538a3ca91d51238638995f0791a4cd,A3 Communications,,"A3 Communications specialize in solutions that safeguard and protect your data, staff and assets as well as help keep operations.",101,250,,(888)809-1473,,http://www.a3communications.com/,United States,South Carolina,29063,1038 Kinley Rd Suite #2h,,http://www.a3communications.com/,https://www.twitter.com/a3networking,https://www.linkedin.com/company/139320,,,,,,,FALSE,,,,0,0,Telecommunications,Internet,Information Technology,,,,,,,,,,,,,,
82f40ef11b0b0133cf0309c773406c23,Garland C. Norris Co.,1/1/04,"Garland C. Norris Co. distributes food service paper disposables, janitorial, and cleaning supplies.",101,250,,(919)387-1059,,http://www.gcnorris.com/,United States,North Carolina,27502,1101 Perry Road,,http://www.gcnorris.com/,https://www.linkedin.com/company/garland-c--norris-company,,,,,,,,FALSE,,,,0,0,Wholesale,,,,,,,,,,,,,,,,
3badd7545ade0dde4411532b77148fa8,Cable Assembly LLC,1/1/88,"ISO certified manufacturer of custom battery, discrete wire, multi-conductor, ribbon, fiber optic wiring harnesses assemblies",101,250,sales@cableassemblyllc.com,(336)447-4546,,http://www.cableassemblyllc.com/,United States,North Carolina,27377,6532 Judge Adams Road,,http://www.cableassemblyllc.com/,,,,,,,,,FALSE,,,,0,0,Service Industry,Product Design,Manufacturing,,,,,,,,,,,,,,
a2e6814dc37b9141bb0b1150843a16ef,Southern Container,1/1/87,Southern Container manufactures containerboard and corrugated packaging.,,,,(252)237-0539,,,United States,North Carolina,27893,6003 Ward Boulevard,,,,,,,,,,,FALSE,,,,0,0,Packaging Services,,,,,,,,,,,,,,,,
a83c5e16f598925d8c1bcf3e43040ded,Pergo,1/1/93,Pergo provides commercial laminate flooring solutions.,,,,,,http://www.pergopro.com/,United States,North Carolina,27604,3128 Highwoods Boulevard,Suite 100,http://www.pergopro.com/,,,,,,,,,FALSE,,,,0,0,Building Material,,,,,,,,,,,,,,,,
fc64b13522766725686e1a1e59bdfa30,Blue Water Benefits,1/1/80,Blue Water Benefits offers employee benefit consulting and insurance brokerage services.,,,,(843)884-2513,,,United States,South Carolina,29464,1012 eWall Street,,,,,,,,,,,FALSE,,,,0,0,Employee Benefits,Insurance,,,,,,,,,,,,,,,
10dd341bf05dc9d215a6ad18bd828397,A.G. Industries,1/1/60,A.G. Industries manufactures permanent point-of-purchase displays and fixtures.,,,,(800)662-2150,,,United States,North Carolina,28043,376 Pine Street,,,,,,,,,,,FALSE,,,,0,0,Electronics,Manufacturing,,,,,,,,,,,,,,,
cc16677cbced5a8fa5415ca0f4360526,PoliceReports.US,1/1/03,PoliceReports.US distributes crash and incident reports online.,,,,+1(877)-342-7222,,https://www.policereports.us/,United States,North Carolina,28117,219 Williamson Road,,https://www.policereports.us/,https://www.facebook.com/policereports.us,https://www.twitter.com/policereportsus,,,,,,,FALSE,,,,0,0,Software,Internet,,,,,,,,,,,,,,,
b32392da5b26f5af208907d286f21a4e,BeaconMedaes,1/1/98,BeaconMedÃ_s is a in medical gas and laboratory gas systems.,251,500,,(803)817-5600,,http://www.beaconmedaes.com/,United States,South Carolina,29730,1800 Overview Drive,,http://www.beaconmedaes.com/,https://www.linkedin.com/company-beta/79520/,,,,,,,,FALSE,,,,0,0,Manufacturing,,,,,,,,,,,,,,,,
4fe7c02efcfe5542cb69b16f48eb6f47,McNeary,1/1/56,McNeary is a retail insurance broker providing commercial property/casualty insurance and risk management services.,,,,(704)365-4150,,,United States,North Carolina,28211,6525 Morrison Boulevard,Suite 200,,,,,,,,,,FALSE,,,,0,0,Insurance,,,,,,,,,,,,,,,,
cd3ed14d90bd368dbb28a9d7aecf6a85,Geodax Technology,,Geodax Technology firm owns and operates pharmacies.,,,,,,,United States,North Carolina,27407,309 South Westgate Drive G,,,,,,,,,,,FALSE,,,,0,0,Pharmaceutical,,,,,,,,,,,,,,,,
276c11600d6e01870cf9c3dd3881bde7,Aceyus,,"Aceyus Intelligence provides real-time reporting, historical reporting and analytics for enterprise-level contact centers.",11,50,sales@aceyus.com,1.18882E+11,,https://www.aceyus.com/,United States,North Carolina,28277,10700 Sikes Place,Suite 240,https://www.aceyus.com/,https://www.facebook.com/aceyus,https://www.twitter.com/aceyus,https://www.linkedin.com/company-beta/451401/,,,,,,FALSE,,,,0,0,Information Technology,,,,,,,,,,,,,,,,
b4dc9346cb9d87a8772b9aaf54ed16aa,"Hydra Platforms Mfg., Inc.",1/1/85,"Hydra Platforms Mfg., Inc. manufactures, sells, exports, and rents self erecting under bridge aerial access platforms.",,,,,,,United States,South Carolina,29730,1205 Galleria Boulevard,,,,,,,,,,,FALSE,,,,0,0,Machinery Manufacturing,,,,,,,,,,,,,,,,
2878c4e155e498a74f17ed43bf3c3031,Parnell-Martin,1/1/42,Parnell-Martin distributes plumbing products for commercial and residential use.,,,,(704)375-8651,,http://www.parnellmartin.com/,United States,North Carolina,28206-3003,1315 North Graham Street,,http://www.parnellmartin.com/,https://www.facebook.com/fergusonshowrooms,https://www.twitter.com/ferguson_fei,,,,,,,FALSE,,,,0,0,Consumer Goods,Building Material,Manufacturing,Real Estate,,,,,,,,,,,,,
455a204b0834839264ed2a333796087e,"Burns-Fazzi, Brock & Associates",1/1/95,"Burns-Fazzi, Brock & Associates provides compensation consulting services specifically for credit union executives.",11,50,gbs.bfbinfo@ajg.com,(704)332-2265,,http://bfbbenefit.com/,United States,North Carolina,28204,1816 East Seventh Street,,http://bfbbenefit.com/,https://www.twitter.com/burnsfazzibrock,,,,,,,,FALSE,,,,0,0,Professional Services,,,,,,,,,,,,,,,,
e048e05152ba64902cd76558c7611199,Mecko Supply,,Mecko Supply operates as a wholesale distributor of plumbing products in North Carolina.,,,,704-332-7355,,,United States,North Carolina,28203,1320 South Graham Street,,,,,,,,,,,FALSE,,,,0,0,Building Material,Manufacturing,Real Estate,,,,,,,,,,,,,,
ca5e041156f5d40bcecd707423abebfe,Atlantic Trucking Company,1/1/84,Atlantic Trucking Company is a privately owned logistics carriers.,,,,(843)767-1045,,http://www.atlantictrucking.com,United States,South Carolina,29418,7240 Cross County Road,,http://www.atlantictrucking.com,,,,,,,,,FALSE,,,,0,0,Transportation,,,,,,,,,,,,,,,,
72c8598544b65939aa93b42ea65a715a,Contractors Field Products,1/1/88,Contractors Field Products is a distributor of geotextiles and erosion control products to geotechnical and environmental site work.,,,,,,,United States,North Carolina,28273,11301 Ed Brown Road,,,,,,,,,,,FALSE,,,,0,0,Machinery Manufacturing,,,,,,,,,,,,,,,,
310b7c98605698b7db33cab0dbe8f0d1,LAB Distributing,,"LAB Distributing distributes home appliances. Its products include refrigerators, dishwashers, gas, compactors, outdoor cooking units.",,,,(919)828-9000,,,United States,North Carolina,27604,2605 Atlantic Avenue,,,,,,,,,,,FALSE,,,,0,0,Consumer Goods,Consumer Electronics,,,,,,,,,,,,,,,
82d727b425edec599b84e1ce24205611,Freedom RFID,,Creating business value for forward thinking business.,1,10,,(828)994-0206,,http://freedomrfid.com,United States,North Carolina,28677,"121 N. Center Street, Suite 205",,http://freedomrfid.com,https://www.facebook.com/freedomrfid,https://twitter.com/FreedomRFID,https://www.linkedin.com/company-beta/5150440/,,,,,,FALSE,,,,0,0,Information Technology,,,,,,,,,,,,,,,,
bf334e00bc3727bc6e42a27b1df74658,"Air-Shields, Inc.",,"Air-Shields, Inc. is a manufacturer and supplier of infant incubators and warmers.",,,,(704)846-1440,,,United States,North Carolina,28270,1226 Weymouth Lane,,,,,,,,,,,FALSE,,,,0,0,Health Care,,,,,,,,,,,,,,,,
6f54b4784532f2d916b0e186295defc5,"Acend Insurance Solutions, LLC.",1/1/16,"DroneInsurance.com is powered by Acend Insurance Solutions, LLC.",,,,,,,United States,North Carolina,,,,https://www.facebook.com/acendinsurance,https://www.twitter.com/acendinsurance,,,,,,,,FALSE,,,,0,0,Insurance,Financial Services,,,,,,,,,,,,,,,
3c89376755e82d2b634b6a25d3b3c137,"Controls Southeast, Inc.",1/1/62,"Controls Southeast, Inc provides thermal maintenance systems for heating and cooling of liquid/vapor processes.",251,500,sales@csiheat.com,(704)644-5000,,http://www.csiheat.com/,United States,North Carolina,28134,12201 Nations Ford Road,,http://www.csiheat.com/,https://www.linkedin.com/company-beta/1984760/,,,,,,,,FALSE,,,,0,0,Consumer Goods,Machinery Manufacturing,,,,,,,,,,,,,,,
18c5eb6e58bccc7d6fe526a579525dc4,Acend Inc.,1/1/16,We are an insurtech company building an insurance and risk platform for an autonomous and dynamic world.,11,50,,,,https://www.acend.io/,United States,North Carolina,27514,137 E Franklin St,Suite 31,https://www.acend.io/,,,,,,,,,FALSE,,,,0,0,,,,,,,,,,,,,,,,,
b5786b5964d67b066a70737776377e05,Coastal Carolina Medical Center,,Coastal Carolina Medical Center is a acute care hospital.,,,,(843)784-8000,[u'Coastal Carolina Hospital'],https://www.coastalhospital.com/,United States,South Carolina,29927,1000 Medical Center Drive,,https://www.coastalhospital.com/,https://www.facebook.com/CoastalCarolinaHospital/,https://twitter.com/coastalhospital/,,,,,,,FALSE,,,,0,0,Health Care,,,,,,,,,,,,,,,,
e2f68c0e684e48bca13496cbb6a6be3f,A&R Auto Parts,1/1/82,A&R Auto Parts is a privately held company that operates a recycled OEM automotive replacement parts facility.,,,,,[u'A&R Auto Parts'],,United States,South Carolina,29334,511 Gap Creek Road,,,,,,,,,,,FALSE,,,,0,0,Automotive,Manufacturing,,,,,,,,,,,,,,,
3aa9b85d430da58aef6c1cba4a8dd885,eRAD,1/1/99,eRAD offers a complete suite of workflow solutions for the imaging industry.,11,50,,847-710-9600,[u'Image Medical Corporation'],http://www.erad.com,United States,South Carolina,,,,http://www.erad.com,https://www.facebook.com/eradsolutions,https://www.twitter.com/eradsolutions,https://www.linkedin.com/company/erad,,,,,,FALSE,,,,0,0,Software,Health Care,,,,,,,,,,,,,,,
a0d87b4c5fe69a0df90f9026985e05ec,Applied Polymerics,1/1/94,"Applied Polymerics manufactures, supplies and installs specialized construction products.",11,50,,(336)789-6159,,http://www.appliedpolymerics.com/,United States,North Carolina,27030,131 St. James Way,,http://www.appliedpolymerics.com/,https://www.twitter.com/uslukgroup,,,,,,,,FALSE,,,,0,0,Construction,Manufacturing,,,,,,,,,,,,,,,
695a1e17895d58fa78dfb7a947e10347,Piedmont Neonatology,1/1/07,"Piedmont Neonatology is a private neonatal physician group practice based in Greensboro, N.C.",1,10,,(336)478-1016,,http://www.piedmontneonatology.com/,United States,North Carolina,27408,628 Green Valley Road Suite 210,,http://www.piedmontneonatology.com/,,,,,,,,,FALSE,,,,0,0,Child Care,Health Care,,,,,,,,,,,,,,,
e86a8efc08abb4c68e0dfefb288f7877,Auxano Global Services,1/14/14,"Auxano is a fast-growing Mobile application development company in India & the USA offers android, ipad and iPhone app development services.",11,50,admin@auxanoglobalservices.com,209-348-9807,,https://www.auxanoglobalservices.com/,United States,South Carolina,29681,"805 Carriage Hill Road,",,https://www.auxanoglobalservices.com/,https://www.facebook.com/auxanoglobalservicescom,https://www.twitter.com/auxano_services,https://www.linkedin.com/company/auxanoglobalservices-com,,,,,,FALSE,,,,0,0,Android,iOS,Mobile,,,,,,,,,,,,,,
3c60cb3b2324734956088604d74aa7a2,BE&K Building Group,1/1/72,"BE&K Building Group is a construction services company that provides construction management, design-build, general contractin.",251,500,,(864)250-5000,,http://www.bekbg.com/,United States,South Carolina,29601,201 East McBee Avenue,Suite 400,http://www.bekbg.com/,https://www.facebook.com/bekbldggroup/,https://twitter.com/BEKBG_tweets,https://www.linkedin.com/company-beta/429904/,,,,,,FALSE,,,,0,0,Civil Engineering,Construction,,,,,,,,,,,,,,,
ba814b095d8ca6cb45ba00a406a0cfac,Royal Cake Company,1/1/25,"Royal Cake Company produces cookies, cereal bars and creme-filled cakes.",,,,,,,United States,North Carolina,,,,,,,,,,,,,FALSE,,,,0,0,Bakery,Food Processing,,,,,,,,,,,,,,,
bde3c13e34ddc1487ae0c4af76c953c6,"Flecto Co., Inc.",,"Flecto Co., Inc. is a manufacturer of paints, varnishes, lacquers, enamels, and other allied products.",,,,,,,United States,North Carolina,28602,22 S Center Street,,,,,,,,,,,FALSE,,,,0,0,Chemical,Manufacturing,,,,,,,,,,,,,,,
3af2179cc8cccd7fa90b38e8c513459a,KNOW Bio,1/1/15,"KNOW Bio, LLC develops and produces nitric oxide-based therapies. ",,,,,,,United States,North Carolina,27703,4222 EMPEROR BLVD.,SUITE 470,,,,,,,,,,FALSE,,,,13009699,0,Life Science,Medical Device,Clinical Trials,Health Care,Biotechnology,Medical,,,,,,,,,,,
b140ef13ae03c2b55f04d19e53d18b24,QC Marketing,1/1/98,"QC Marketing provides web design, development, SEO, digital advertising and social media marketing.",1,10,jeff@qc.marketing,(704)299-4327,,http://qc.marketing/,United States,North Carolina,28206,1000 North Carolina Music Factory,Boulevard,http://qc.marketing/,,,,,,,,,FALSE,,,,0,0,Marketing,Android,iOS,Web Development,SEO,Web Design,,,,,,,,,,,
65a2300bb4791888a2450f77aa3e653f,AxiomID,5/1/88,"AxiomID is a firm dedicated to the virtual world of design, enabling AxiomID to service customers any where in the world.",,,Info@AxiomID.com,(704)987-5151,,http://axiomid.com,United States,North Carolina,28117,139 Bain Lane,,http://axiomid.com,,,,,,,,,FALSE,,,,0,0,Industrial Design,CAD,3D Printing,,,,,,,,,,,,,,
40193a216a547f7de55629bc639306b8,"World Fiber, Inc.",1/1/93,"World Fiber, Inc. is engaged in the installation of broadband systems in Texas, North Carolina, Maryland, and Pennsylvania.",,,,(828)696-0630,,,United States,North Carolina,28731-7720,5670 Howard Gap Road,,,,,,,,,,,FALSE,,,,0,0,Telecommunications,Construction,,,,,,,,,,,,,,,
9c5383705a236e672f98b6e3f03f8e12,Commonhouse Aleworks,1/1/17,Commonhouse Aleworks is a production brewery in the Park Circle neighborhood of old North Charleston.,,,,,,http://www.commonhousealeworks.com,United States,South Carolina,29405,4831 O'Hear Ave,,http://www.commonhousealeworks.com,https://www.facebook.com/commonhousealeworks,https://twitter.com/commonhousesc,https://www.linkedin.com/company/commonhousealeworks,,,,,,FALSE,,,,0,0,Brewing,,,,,,,,,,,,,,,,
d15c286be9493f20e317ea952cc0f37c,"Just Care, Inc.",1/1/98,Just Care a provider of detention healthcare focusing on the delivery of medical.,,,,,,,United States,South Carolina,,,,,,,,,,,,,FALSE,,,,0,0,Health Care,,,,,,,,,,,,,,,,
3bd7ef1c109e6c39349502140e33866d,Loading Dock Raleigh,1/1/17,A collaborative workspace company based in Raleigh .,11,50,info@loadingdockraleigh.com,(919)999-0252,,https://www.loadingdockraleigh.com/#amenities,United States,North Carolina,NC 27604,1053 E. Whitaker Mill Rd. Suite 115,,https://www.loadingdockraleigh.com/#amenities,https://www.facebook.com/loadingdockraleigh/,https://twitter.com/LoadingDockRal,https://www.linkedin.com/company-beta/10703166/,,,,,,FALSE,,,,836000,0,Enterprise,Internet,Coworking,,,,,,,,,,,,,,
04715a12869fcbe4772acd18f79cfb4e,Kopis,4/1/99,Kopis operates as a custom software development firm.,11,50,info@kopisusa.com,843.801.6830,,http://www.kopisusa.com,United States,South Carolina,29601,411 University Ridge Suite 230,,http://www.kopisusa.com,https://www.facebook.com/kopis.innovation,https://www.twitter.com/kopisusa,https://www.linkedin.com/company/kopisusa,,,,,,FALSE,,,,0,0,Software,Consulting,Information Technology,,,,,,,,,,,,,,
e75b7239382283b3abfbb8ad37df9385,Global Performance Holdings,1/1/99,"Global Performance Holdings is a provider of project management, construction management and engineering & design services.",,,,(864)288-3009,,,United States,South Carolina,29615,30 Patewood Drive Patewood Plaza I,Suite 200,,,,,,,,,,FALSE,,,,0,0,Construction,,,,,,,,,,,,,,,,
7df51f76e1265155396befccda8d033b,Power Partners MasTec,1/1/02,"Power Partners MasTec operates as a contractor for wind and solar power collection systems, substations, and power system services.",,,,(704)329-8277,[u'Power Partners LLC'],http://www.powerpartnersllc.com/,United States,North Carolina,28273,9140 Arrowpoint Boulevard,Suite 200,http://www.powerpartnersllc.com/,https://www.facebook.com/draftdesignhouse,https://www.twitter.com/draft_ec,,,,,,,FALSE,,,,0,0,Construction,,,,,,,,,,,,,,,,
81500c9f31843012660e7cb92f684844,Jester Communications,1/1/00,Jester Communications uses development skills to deliver intuitive and immersive mobile platforms for some of the brands in the world.,11,50,INFO@JESTERCOM.COM,(843)321-4035,,http://www.jestercom.com/,United States,South Carolina,29910,1278 May River Road,,http://www.jestercom.com/,https://www.facebook.com/Jester-Communications-55759267151/,https://www.linkedin.com/company-beta/854496/,,,,,,,FALSE,,,,0,0,Graphic Design,,,,,,,,,,,,,,,,
df4a37f4f65c9c9aba4f2b0647bc10c3,XLOC,1/1/04,XLOC is an application and tool developer focused on the international computer and video game industries.,1,10,info@xloc.com,1(119)193-26770,,http://www.xloc.com/,United States,North Carolina,27615,712 Presnell City,,http://www.xloc.com/,https://www.facebook.com/XLOCINC,https://twitter.com/XLOCINC,https://www.linkedin.com/company-beta/6425738/,,,,,,FALSE,,,,0,0,Gaming,Video Games,,,,,,,,,,,,,,,
d69f1bd7689e6f237e2954ea244f03a6,CÂ_HealthcareRx,1/1/12,It is a Raleigh based health care company.,101,250,info@C3HealthcareRx.com,(855)333-2734,,http://www.c3healthcarerx.com/,United States,North Carolina,27615,8311 Bandford Way Suite 001,,http://www.c3healthcarerx.com/,https://www.linkedin.com/company-beta/10661344/,,,,,,,,FALSE,,,,1950000,0,Medical Device,Health Care,Medical,,,,,,,,,,,,,,
0727bcc6e5dc04c602208059f5634c6c,Affordable Insurance Group,1/1/85,"Affordable Insurance Group offers auto, home & business insurance in Columbia, Irmo, Chapin, Lexington & areas across South Carolina.",1,10,info@affordableinsgrp.com,(803)798-4499,,https://www.affordableinsgrp.com/,United States,South Carolina,29212,6168 Saint Andrews Rd,,https://www.affordableinsgrp.com/,https://www.facebook.com/affordableinsurancegroup/,https://twitter.com/affordableinsgp,https://www.linkedin.com/company/affordable-insurance-group,,,,,,FALSE,,,,0,0,Property Insurance,Auto Insurance,Insurance,,,,,,,,,,,,,,
f5af02dd8b4e895beb8413caad9b8d0b,NEK Special Programs Group,1/1/12,NEK Special Programs Group is a special operation forces training business.,,,,,,,United States,North Carolina,,,,,,,,,,,,,FALSE,,,,0,0,Aerospace,,,,,,,,,,,,,,,,
3ae59930f78f16bc0613c071dbeae7fd,Innovative Solar Systems,1/1/11,Innovative Solar Systems designs and installs commercial solar power systems,1,10,,(828)215-9064,,http://innovativesolarsystemsllc.com/,United States,North Carolina,28803,1095 Hendersonville Rd,,http://innovativesolarsystemsllc.com/,https://www.linkedin.com/company/innovative-solar-systems-llc,,,,,,,,FALSE,,,,14904000,0,Renewable Energy,Solar,Energy Efficiency,,,,,,,,,,,,,,
12b295f6c8fd935228de8a6f18088de4,USWGO Alternative News,10/2/09,An alternative media organization that was reporting news that the mainstream corporate media did not cover.,1,10,admin@uswgo.com,415-561-6767,,https://uswgo.com,United States,North Carolina,27027,"Mayodan, NC",,https://uswgo.com,https://twitter.com/uswgo,,,,,,,,TRUE,8/29/12,,,0,0,News,,,,,,,,,,,,,,,,
430f30ea89c4e91c734b464761785b77,Brilliant Sole,7/1/16,Smart Sensor Embedded Footwear Platform for Virtual Reality and Video Games,1,10,brilliant@brilliantsole.com,339 222 8528,,http://brilliantsole.com,United States,North Carolina,28403,803G South College Road,,http://brilliantsole.com,https://www.facebook.com/brilliantsole,https://www.twitter.com/brilliantsole,,,,,,,FALSE,,,,0,0,Video,,,,,,,,,,,,,,,,
8a01ac4bddb15702e4a8470ec9bfc183,Morgan 6,1/1/12,Morgan 6 is a certified Service Disabled Veteran Owned Small Business.,11,50,jstamper@morgan6.com,859.806.3335,,http://www.morgan6.com/,United States,South Carolina,,,,http://www.morgan6.com/,,,,,,,,,FALSE,,,,0,0,Information Technology,,,,,,,,,,,,,,,,
3000d90db5d9dc760c37e2f7598095f8,Mission Solutions Group,1/1/15,Mission Solutions Group Inc. is a family of premier companies that provide dedicated mission critical support.,,,,,,https://www.missionsolutionsgroup.com/,United States,South Carolina,29485,"717 Old Trolley Rd #6-275,",,https://www.missionsolutionsgroup.com/,,,,,,,,,FALSE,,,,0,0,Cyber Security,,,,,,,,,,,,,,,,
